Object ID,AP_B_cells,AP_M1_Macrophages,AP_M2_Macrophages,B_cells,Cytotoxic_T_cells,Dendritic_Cells,Helper_T_cells,M1_Macrophages,M2_Macrophages,Tregs,Tumor_cells,Tumor_proliferating_cells,Vessels,Phenotype,imageid
c309411a-1002-45d4-8af2-6ad7a449e00a,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,Vessels,XX10684A1
27256a10-dd1a-4ae3-a6ed-7a65ff675bfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.7272727272727273,Vessels,XX10684A1
f97d3702-d35c-47b6-9157-b1956782c2d8,0.0,0.0,0.0,0.2727272727272727,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,0.2727272727272727,Vessels,XX10684A1
d197163b-c33c-4126-a49d-5ea08afae444,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,Vessels,XX10684A1
42ebab76-e7cf-4751-8705-f6311effab6d,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,Vessels,XX10684A1
885c9db5-47d8-4584-baf0-d8a79a95c210,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.6363636363636364,Tregs,XX10684A1
df7d195a-7ca8-4fc7-b5ec-e3f4d4d86c6d,0.0,0.0,0.0,0.2727272727272727,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.36363636363636365,Vessels,XX10684A1
d049a84d-a63f-4c34-b2b4-6f114d5ec7b0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,Vessels,XX10684A1
1d3ada1a-93f5-42a9-8697-b7282cca43ed,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.0,0.2727272727272727,M1_Macrophages,XX10684A1
2e29e141-d43f-46ed-8adc-993f650a390c,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.8181818181818182,Vessels,XX10684A1
fb118d2d-31cd-490c-836e-2fe98545d5d8,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.6363636363636364,Vessels,XX10684A1
98956d04-593a-4303-8f18-e57f8ee1f532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091,Vessels,XX10684A1
61a0d504-8613-439e-8695-0112f10682b3,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,Vessels,XX10684A1
4032d712-f44b-4216-960b-e6f228623830,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091,0.2727272727272727,0.0,0.18181818181818182,Helper_T_cells,XX10684A1
5ed19f39-3267-497c-b664-e6a889115b88,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.6363636363636364,Vessels,XX10684A1
0e87e48f-d53e-49f2-8bfc-55a3eec67214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B_cells,XX10684A1
0b0cec15-f46f-4901-b3c2-84693e57b85a,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.45454545454545453,Cytotoxic_T_cells,XX10684A1
761e1d4b-122d-4fa3-ae24-54984cf3fe07,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.5454545454545454,Cytotoxic_T_cells,XX10684A1
f91be81f-f742-4b7e-bd69-07c2900146e0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.5454545454545454,AP_M1_Macrophages,XX10684A1
b6d70798-752f-4d42-898e-3ff148f298b0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.6363636363636364,Vessels,XX10684A1
955d5d99-12c5-4a84-bba9-88e44e06e2f2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.8181818181818182,Vessels,XX10684A1
3f673f2d-ab89-4c41-92e9-36a87e0e2253,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,Vessels,XX10684A1
3f8932da-10b8-41cd-b90b-89e70b217d76,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.7272727272727273,Vessels,XX10684A1
29d5896e-3dcf-4d35-ad80-15fbd989dfbf,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,Vessels,XX10684A1
14ac77ee-6859-4856-8e61-19210cfd6d91,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.18181818181818182,0.0,0.2727272727272727,Tregs,XX10684A1
138b0853-8ab4-4cb5-9a47-dd1326aba5bf,0.0,0.0,0.0,0.36363636363636365,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.36363636363636365,Helper_T_cells,XX10684A1
5db8d551-c9f1-490c-b2fd-56187057698a,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.6363636363636364,M1_Macrophages,XX10684A1
022dba67-0e05-442b-924a-72fa4ec7acf3,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.7272727272727273,Vessels,XX10684A1
d25b98de-2e07-4764-87e3-5b6f86cc5244,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.2727272727272727,0.0,0.09090909090909091,Cytotoxic_T_cells,XX10684A1
54bcc29f-e407-4afc-a09b-9c364f5e2d5b,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.7272727272727273,Vessels,XX10684A1
97e07e9c-a501-4a34-865e-4f816fd4707e,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,Vessels,XX10684A1
2bef36e0-92f6-40ce-ae2a-ba79c88e8134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vessels,XX10684A1
cd70d381-9ed5-49dc-97fa-cf2e92948170,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.7272727272727273,Vessels,XX10684A1
11c18adb-22dc-421a-b651-ecfcd72f6975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091,Cytotoxic_T_cells,XX10684A1
